timestamp,message
1778188904880,"REPORT RequestId: 242042ba-ab84-50f2-886f-20cdaf1fe61f	Duration: 5275.29 ms	Billed Duration: 5276 ms	Memory Size: 2048 MB	Max Memory Used: 105 MB	
"
1778188905927,"START RequestId: 5ee1c91e-ae60-583d-9742-ab69aaf69a3f Version: $LATEST
"
1778188905928,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""► START: handler (request_id=local)"",""timestamp"":""2026-05-07 21:21:45,928+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188905928,"{""level"":""INFO"",""location"":""extract_lambda_input:32"",""message"":""Parsed SQS message body"",""timestamp"":""2026-05-07 21:21:45,928+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188905928,"{""level"":""INFO"",""location"":""extract_lambda_input:68"",""message"":""Input extracted — identifier='CRN', control='CDR-NSS3.4.2 - App01', validator type='akamai'"",""timestamp"":""2026-05-07 21:21:45,928+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188905928,"{""level"":""INFO"",""location"":""handler:46"",""message"":""Processing validation for CRN - CDR-NSS3.4.2 - App01"",""timestamp"":""2026-05-07 21:21:45,928+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188905928,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: get_akamai_onboarding_compliance (appci=CRN)"",""timestamp"":""2026-05-07 21:21:45,928+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911070,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:73"",""message"":""Athena query for akamai validator (id=f4510675-8b79-417f-a21c-87d39faeccbe) executed successfully"",""timestamp"":""2026-05-07 21:21:51,070+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911234,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:142"",""message"":""Akamai onboarding & coverage compliance for CRN: FAIL"",""timestamp"":""2026-05-07 21:21:51,234+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911234,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: get_akamai_onboarding_compliance [5305.87ms] (record_count=0)"",""timestamp"":""2026-05-07 21:21:51,234+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911234,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: validate_akamai (validator_type=akamai)"",""timestamp"":""2026-05-07 21:21:51,234+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911235,"{""level"":""INFO"",""location"":""validate_akamai:29"",""message"":""Akamai validation FAILED — criteria not met"",""timestamp"":""2026-05-07 21:21:51,234+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911235,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: validate_akamai [0.18ms] (validation_result=FAIL)"",""timestamp"":""2026-05-07 21:21:51,235+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911235,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: build_result (identifier=CRN)"",""timestamp"":""2026-05-07 21:21:51,235+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911235,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: build_result [0.1ms] (result_size=750)"",""timestamp"":""2026-05-07 21:21:51,235+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911235,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: write_result (identifier=CRN)"",""timestamp"":""2026-05-07 21:21:51,235+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911243,"{""level"":""INFO"",""location"":""write_result:165"",""message"":""Successfully updated results for identifier=CRN, sort_key=CDR-NSS3.4.2 - App01#[{'type': 'akamai', 'criteria': ['akamai']}]"",""timestamp"":""2026-05-07 21:21:51,243+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911243,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: write_result [7.95ms] (status=success)"",""timestamp"":""2026-05-07 21:21:51,243+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911243,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""■ STOP: handler [N/Ams] (final_status=PASS, result_size=750)"",""timestamp"":""2026-05-07 21:21:51,243+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0269-a360ede65139cbce0322282d""}
"
1778188911245,"END RequestId: 5ee1c91e-ae60-583d-9742-ab69aaf69a3f
"
1778188911245,"REPORT RequestId: 5ee1c91e-ae60-583d-9742-ab69aaf69a3f	Duration: 5316.85 ms	Billed Duration: 5317 ms	Memory Size: 2048 MB	Max Memory Used: 105 MB	
"
1778189265420,"START RequestId: 55e0fe41-4a4f-5a60-b347-9c364c4033e3 Version: $LATEST
"
1778189265423,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""► START: handler (request_id=local)"",""timestamp"":""2026-05-07 21:27:45,422+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189265423,"{""level"":""INFO"",""location"":""extract_lambda_input:32"",""message"":""Parsed SQS message body"",""timestamp"":""2026-05-07 21:27:45,423+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189265423,"{""level"":""INFO"",""location"":""extract_lambda_input:68"",""message"":""Input extracted — identifier='BEX', control='CDR-NSS3.4.2 - App01', validator type='akamai'"",""timestamp"":""2026-05-07 21:27:45,423+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189265424,"{""level"":""INFO"",""location"":""handler:46"",""message"":""Processing validation for BEX - CDR-NSS3.4.2 - App01"",""timestamp"":""2026-05-07 21:27:45,424+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189265424,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: get_akamai_onboarding_compliance (appci=BEX)"",""timestamp"":""2026-05-07 21:27:45,424+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270594,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:73"",""message"":""Athena query for akamai validator (id=e5b3bf4a-6180-4229-a0e7-f8d6da811aea) executed successfully"",""timestamp"":""2026-05-07 21:27:50,594+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270738,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:142"",""message"":""Akamai onboarding & coverage compliance for BEX: PASS"",""timestamp"":""2026-05-07 21:27:50,738+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270738,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: get_akamai_onboarding_compliance [5313.8ms] (record_count=1)"",""timestamp"":""2026-05-07 21:27:50,738+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270738,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: validate_akamai (validator_type=akamai)"",""timestamp"":""2026-05-07 21:27:50,738+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270738,"{""level"":""INFO"",""location"":""validate_akamai:26"",""message"":""Akamai validation PASSED — criteria matched"",""timestamp"":""2026-05-07 21:27:50,738+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270738,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: validate_akamai [0.18ms] (validation_result=PASS)"",""timestamp"":""2026-05-07 21:27:50,738+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270738,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: build_result (identifier=BEX)"",""timestamp"":""2026-05-07 21:27:50,738+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270739,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: build_result [0.09ms] (result_size=478)"",""timestamp"":""2026-05-07 21:27:50,738+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270739,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: write_result (identifier=BEX)"",""timestamp"":""2026-05-07 21:27:50,739+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270815,"{""level"":""INFO"",""location"":""write_result:165"",""message"":""Successfully updated results for identifier=BEX, sort_key=CDR-NSS3.4.2 - App01#[{'type': 'akamai', 'criteria': ['akamai']}]"",""timestamp"":""2026-05-07 21:27:50,815+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270815,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: write_result [76.53ms] (status=success)"",""timestamp"":""2026-05-07 21:27:50,815+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270815,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""■ STOP: handler [N/Ams] (final_status=PASS, result_size=478)"",""timestamp"":""2026-05-07 21:27:50,815+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd03d1-5920f158900d7dd9e581c66b""}
"
1778189270817,"END RequestId: 55e0fe41-4a4f-5a60-b347-9c364c4033e3
"
1778189270817,"REPORT RequestId: 55e0fe41-4a4f-5a60-b347-9c364c4033e3	Duration: 5396.55 ms	Billed Duration: 5397 ms	Memory Size: 2048 MB	Max Memory Used: 106 MB	
"
1778189360058,"START RequestId: 537eb7b8-0dbd-53f9-8e97-d5cf0bd3c63e Version: $LATEST
"
1778189360059,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""► START: handler (request_id=local)"",""timestamp"":""2026-05-07 21:29:20,058+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189360059,"{""level"":""INFO"",""location"":""extract_lambda_input:32"",""message"":""Parsed SQS message body"",""timestamp"":""2026-05-07 21:29:20,059+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189360059,"{""level"":""INFO"",""location"":""extract_lambda_input:68"",""message"":""Input extracted — identifier='AOY', control='CDR-NSS3.4.2 - App01', validator type='akamai'"",""timestamp"":""2026-05-07 21:29:20,059+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189360059,"{""level"":""INFO"",""location"":""handler:46"",""message"":""Processing validation for AOY - CDR-NSS3.4.2 - App01"",""timestamp"":""2026-05-07 21:29:20,059+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189360059,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: get_akamai_onboarding_compliance (appci=AOY)"",""timestamp"":""2026-05-07 21:29:20,059+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365229,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:73"",""message"":""Athena query for akamai validator (id=95bb419f-a25e-4ec6-8b79-8fa3acb366e7) executed successfully"",""timestamp"":""2026-05-07 21:29:25,229+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365366,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:109"",""message"":""Record passes special conditions for AppCI AOY"",""timestamp"":""2026-05-07 21:29:25,366+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365366,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:109"",""message"":""Record passes special conditions for AppCI AOY"",""timestamp"":""2026-05-07 21:29:25,366+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365367,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:109"",""message"":""Record passes special conditions for AppCI AOY"",""timestamp"":""2026-05-07 21:29:25,366+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365367,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:142"",""message"":""Akamai onboarding & coverage compliance for AOY: PASS"",""timestamp"":""2026-05-07 21:29:25,367+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365367,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: get_akamai_onboarding_compliance [5307.86ms] (record_count=1)"",""timestamp"":""2026-05-07 21:29:25,367+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365367,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: validate_akamai (validator_type=akamai)"",""timestamp"":""2026-05-07 21:29:25,367+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365367,"{""level"":""INFO"",""location"":""validate_akamai:26"",""message"":""Akamai validation PASSED — criteria matched"",""timestamp"":""2026-05-07 21:29:25,367+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365367,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: validate_akamai [0.18ms] (validation_result=PASS)"",""timestamp"":""2026-05-07 21:29:25,367+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365367,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: build_result (identifier=AOY)"",""timestamp"":""2026-05-07 21:29:25,367+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365367,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: build_result [0.1ms] (result_size=478)"",""timestamp"":""2026-05-07 21:29:25,367+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365367,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: write_result (identifier=AOY)"",""timestamp"":""2026-05-07 21:29:25,367+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365444,"{""level"":""INFO"",""location"":""write_result:165"",""message"":""Successfully updated results for identifier=AOY, sort_key=CDR-NSS3.4.2 - App01#[{'type': 'akamai', 'criteria': ['akamai']}]"",""timestamp"":""2026-05-07 21:29:25,444+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365444,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: write_result [76.81ms] (status=success)"",""timestamp"":""2026-05-07 21:29:25,444+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365444,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""■ STOP: handler [N/Ams] (final_status=PASS, result_size=478)"",""timestamp"":""2026-05-07 21:29:25,444+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0430-1cceb322f128b0d2c1475457""}
"
1778189365446,"END RequestId: 537eb7b8-0dbd-53f9-8e97-d5cf0bd3c63e
"
1778189365446,"REPORT RequestId: 537eb7b8-0dbd-53f9-8e97-d5cf0bd3c63e	Duration: 5388.06 ms	Billed Duration: 5389 ms	Memory Size: 2048 MB	Max Memory Used: 106 MB	
"
1778189385931,"START RequestId: d76c8908-1b7e-5bf0-b27b-eb7f1dfcbd76 Version: $LATEST
"
1778189385933,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""► START: handler (request_id=local)"",""timestamp"":""2026-05-07 21:29:45,933+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189385933,"{""level"":""INFO"",""location"":""extract_lambda_input:32"",""message"":""Parsed SQS message body"",""timestamp"":""2026-05-07 21:29:45,933+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189385933,"{""level"":""INFO"",""location"":""extract_lambda_input:68"",""message"":""Input extracted — identifier='EER', control='CDR-NSS3.4.2 - App01', validator type='akamai'"",""timestamp"":""2026-05-07 21:29:45,933+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189385933,"{""level"":""INFO"",""location"":""handler:46"",""message"":""Processing validation for EER - CDR-NSS3.4.2 - App01"",""timestamp"":""2026-05-07 21:29:45,933+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189385935,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: get_akamai_onboarding_compliance (appci=EER)"",""timestamp"":""2026-05-07 21:29:45,934+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391058,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:73"",""message"":""Athena query for akamai validator (id=f98993cc-239d-4817-8f81-211870bbd2be) executed successfully"",""timestamp"":""2026-05-07 21:29:51,058+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391199,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:142"",""message"":""Akamai onboarding & coverage compliance for EER: FAIL"",""timestamp"":""2026-05-07 21:29:51,199+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391199,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: get_akamai_onboarding_compliance [5265.73ms] (record_count=0)"",""timestamp"":""2026-05-07 21:29:51,199+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391200,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: validate_akamai (validator_type=akamai)"",""timestamp"":""2026-05-07 21:29:51,199+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391200,"{""level"":""INFO"",""location"":""validate_akamai:29"",""message"":""Akamai validation FAILED — criteria not met"",""timestamp"":""2026-05-07 21:29:51,200+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391200,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: validate_akamai [0.18ms] (validation_result=FAIL)"",""timestamp"":""2026-05-07 21:29:51,200+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391200,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: build_result (identifier=EER)"",""timestamp"":""2026-05-07 21:29:51,200+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391200,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: build_result [0.1ms] (result_size=750)"",""timestamp"":""2026-05-07 21:29:51,200+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391200,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: write_result (identifier=EER)"",""timestamp"":""2026-05-07 21:29:51,200+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391210,"{""level"":""INFO"",""location"":""write_result:165"",""message"":""Successfully updated results for identifier=EER, sort_key=CDR-NSS3.4.2 - App01#[{'type': 'akamai', 'criteria': ['akamai']}]"",""timestamp"":""2026-05-07 21:29:51,210+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391210,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: write_result [9.94ms] (status=success)"",""timestamp"":""2026-05-07 21:29:51,210+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391210,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""■ STOP: handler [N/Ams] (final_status=PASS, result_size=750)"",""timestamp"":""2026-05-07 21:29:51,210+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd0449-2f9ffdd1fabf77b682c0b522""}
"
1778189391212,"END RequestId: d76c8908-1b7e-5bf0-b27b-eb7f1dfcbd76
"
1778189391212,"REPORT RequestId: d76c8908-1b7e-5bf0-b27b-eb7f1dfcbd76	Duration: 5279.91 ms	Billed Duration: 5280 ms	Memory Size: 2048 MB	Max Memory Used: 106 MB	
"
1778189786954,"START RequestId: ca0062ba-afcb-58b7-aa3c-00cda7c00a9f Version: $LATEST
"
1778189786956,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""► START: handler (request_id=local)"",""timestamp"":""2026-05-07 21:36:26,954+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189786956,"{""level"":""INFO"",""location"":""extract_lambda_input:32"",""message"":""Parsed SQS message body"",""timestamp"":""2026-05-07 21:36:26,954+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189786956,"{""level"":""INFO"",""location"":""extract_lambda_input:68"",""message"":""Input extracted — identifier='BNI', control='CDR-NSS3.4.2 - App01', validator type='akamai'"",""timestamp"":""2026-05-07 21:36:26,954+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189786956,"{""level"":""INFO"",""location"":""handler:46"",""message"":""Processing validation for BNI - CDR-NSS3.4.2 - App01"",""timestamp"":""2026-05-07 21:36:26,954+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189786956,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: get_akamai_onboarding_compliance (appci=BNI)"",""timestamp"":""2026-05-07 21:36:26,955+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189792127,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:73"",""message"":""Athena query for akamai validator (id=7cf3222e-81fd-4193-9b98-6d2a239ad6bc) executed successfully"",""timestamp"":""2026-05-07 21:36:32,127+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189792274,"{""level"":""INFO"",""location"":""get_akamai_onboarding_compliance:142"",""message"":""Akamai onboarding & coverage compliance for BNI: FAIL"",""timestamp"":""2026-05-07 21:36:32,274+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189792274,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: get_akamai_onboarding_compliance [5319.83ms] (record_count=0)"",""timestamp"":""2026-05-07 21:36:32,274+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189792275,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: validate_akamai (validator_type=akamai)"",""timestamp"":""2026-05-07 21:36:32,274+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189792275,"{""level"":""INFO"",""location"":""validate_akamai:29"",""message"":""Akamai validation FAILED — criteria not met"",""timestamp"":""2026-05-07 21:36:32,275+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189792275,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: validate_akamai [0.17ms] (validation_result=FAIL)"",""timestamp"":""2026-05-07 21:36:32,275+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189792275,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: build_result (identifier=BNI)"",""timestamp"":""2026-05-07 21:36:32,275+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189792275,"{""level"":""INFO"",""location"":""method_stop:290"",""message"":""  ■ STOP: build_result [0.1ms] (result_size=750)"",""timestamp"":""2026-05-07 21:36:32,275+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189792275,"{""level"":""INFO"",""location"":""method_start:222"",""message"":""  ► START: write_result (identifier=BNI)"",""timestamp"":""2026-05-07 21:36:32,275+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
1778189792357,"{""level"":""INFO"",""location"":""write_result:165"",""message"":""Successfully updated results for identifier=BNI, sort_key=CDR-NSS3.4.2 - App01#[{'type': 'akamai', 'criteria': ['akamai']}]"",""timestamp"":""2026-05-07 21:36:32,357+0000"",""service"":""akamaivalidator-lambda"",""xray_trace_id"":""1-69fd05da-39a09dd80e4b12eb545cfa0e""}
"
